state_name,year,detail,male,female,total
Karnataka,2003,Escapees from Police Custody,18,0,18
Karnataka,2003,Re-arrested escapees,5,0,5
Karnataka,2004,Escapees from Inside Prison,3,0,3
Karnataka,2004,Escapees from Outside Prison,1,0,1
Karnataka,2004,Escapees from Police Custody,14,0,14
Karnataka,2004,Re-arrested escapees,0,0,0
Karnataka,2005,Escapees from Inside Prison,7,0,7
Karnataka,2005,Escapees from Outside Prison,0,0,0
Karnataka,2005,Escapees from Police Custody,13,1,14
Karnataka,2005,Re-arrested escapees,3,0,3
Karnataka,2006,Escapees from Inside Prison,4,0,4
Karnataka,2006,Escapees from Outside Prison,3,0,3
Karnataka,2006,Escapees from Police Custody,12,1,13
Karnataka,2006,Re-arrested escapees,5,1,6
Karnataka,2007,Escapees from Inside Prison,12,0,12
Karnataka,2007,Escapees from Outside Prison,13,0,13
Karnataka,2007,Escapees from Police Custody,13,1,14
Karnataka,2007,Re-arrested escapees,14,1,15
Karnataka,2008,Escapees from Inside Prison,7,0,7
Karnataka,2008,Escapees from Outside Prison,0,0,0
Karnataka,2008,Escapees from Police Custody,12,0,12
Karnataka,2008,Re-arrested escapees,5,0,5
Karnataka,2009,Escapees from Inside Prison,9,0,9
Karnataka,2009,Escapees from Outside Prison,0,0,0
Karnataka,2009,Escapees from Police Custody,21,0,21
Karnataka,2009,Re-arrested escapees,5,0,5
Karnataka,2010,Escapees from Inside Prison,12,0,12
Karnataka,2010,Escapees from Outside Prison,1,0,1
Karnataka,2010,Escapees from Police Custody,16,0,16
Karnataka,2010,Re-arrested escapees,12,0,12
Karnataka,2011,Escapees from Inside Prison,10,0,10
Karnataka,2011,Escapees from Outside Prison,0,0,0
Karnataka,2011,Escapees from Police Custody,12,0,12
Karnataka,2011,Re-arrested escapees,12,0,12
Karnataka,2012,Escapees from Inside Prison,8,0,8
Karnataka,2012,Escapees from Outside Prison,1,0,1
Karnataka,2012,Escapees from Police Custody,14,0,14
Karnataka,2012,Re-arrested escapees,0,0,0
Kerala,2001,Escapees from Inside Prison,18,0,18
Kerala,2001,Escapees from Outside Prison,0,0,0
Kerala,2001,Escapees from Police Custody,0,0,0
Kerala,2001,Re-arrested escapees,0,0,0
Kerala,2002,Escapees from Inside Prison,4,0,4
Kerala,2002,Escapees from Outside Prison,0,0,0
Kerala,2002,Escapees from Police Custody,9,0,9
Kerala,2002,Re-arrested escapees,3,0,3
Kerala,2003,Escapees from Inside Prison,0,0,0
Kerala,2003,Escapees from Outside Prison,5,0,5
Kerala,2003,Escapees from Police Custody,3,0,3
Kerala,2003,Re-arrested escapees,6,0,6
Kerala,2004,Escapees from Inside Prison,4,0,4
Kerala,2004,Escapees from Outside Prison,0,0,0
Kerala,2004,Escapees from Police Custody,7,0,7
Kerala,2004,Re-arrested escapees,3,0,3
Kerala,2005,Escapees from Inside Prison,3,0,3
Kerala,2005,Escapees from Outside Prison,1,0,1
Kerala,2005,Escapees from Police Custody,9,0,9
Kerala,2005,Re-arrested escapees,0,0,0
Kerala,2006,Escapees from Inside Prison,4,0,4
Kerala,2006,Escapees from Outside Prison,1,0,1
Kerala,2006,Escapees from Police Custody,4,0,4
Kerala,2006,Re-arrested escapees,9,0,9
Kerala,2007,Escapees from Inside Prison,3,0,3
Kerala,2007,Escapees from Outside Prison,3,0,3
Kerala,2007,Escapees from Police Custody,8,0,8
Kerala,2007,Re-arrested escapees,5,0,5
Kerala,2008,Escapees from Inside Prison,1,0,1
Kerala,2008,Escapees from Outside Prison,1,0,1
Kerala,2008,Escapees from Police Custody,17,0,17
Kerala,2008,Re-arrested escapees,6,0,6
Kerala,2009,Escapees from Inside Prison,1,0,1
Kerala,2009,Escapees from Outside Prison,1,0,1
Kerala,2009,Escapees from Police Custody,6,0,6
Kerala,2009,Re-arrested escapees,1,0,1
Kerala,2010,Escapees from Inside Prison,4,0,4
Kerala,2010,Escapees from Outside Prison,9,0,9
Kerala,2010,Escapees from Police Custody,0,0,0
Kerala,2010,Re-arrested escapees,0,0,0
Kerala,2011,Escapees from Inside Prison,0,0,0
Kerala,2011,Escapees from Outside Prison,3,0,3
Kerala,2011,Escapees from Police Custody,0,0,0
Kerala,2011,Re-arrested escapees,0,0,0
Kerala,2012,Escapees from Inside Prison,9,0,9
Kerala,2012,Escapees from Outside Prison,2,0,2
Kerala,2012,Escapees from Police Custody,1,0,1
Kerala,2012,Re-arrested escapees,6,0,6
Madhya Pradesh,2001,Escapees from Inside Prison,15,0,15
Madhya Pradesh,2001,Escapees from Outside Prison,9,0,9
Madhya Pradesh,2001,Escapees from Police Custody,30,0,30
Madhya Pradesh,2001,Re-arrested escapees,15,0,15
Madhya Pradesh,2002,Escapees from Inside Prison,72,0,72
Madhya Pradesh,2002,Escapees from Outside Prison,5,0,5
Madhya Pradesh,2002,Escapees from Police Custody,22,0,22
Madhya Pradesh,2002,Re-arrested escapees,12,0,12
Madhya Pradesh,2003,Escapees from Inside Prison,15,0,15
Madhya Pradesh,2003,Escapees from Outside Prison,2,1,3
Madhya Pradesh,2003,Escapees from Police Custody,43,1,44
Madhya Pradesh,2003,Re-arrested escapees,10,0,10
Madhya Pradesh,2004,Escapees from Inside Prison,16,0,16
Madhya Pradesh,2004,Escapees from Outside Prison,2,1,3
Madhya Pradesh,2004,Escapees from Police Custody,40,1,41
Madhya Pradesh,2004,Re-arrested escapees,17,1,18
Madhya Pradesh,2005,Escapees from Inside Prison,0,1,1
Madhya Pradesh,2005,Escapees from Outside Prison,22,1,23
Madhya Pradesh,2005,Escapees from Police Custody,23,0,23
Madhya Pradesh,2005,Re-arrested escapees,21,1,22
Madhya Pradesh,2006,Escapees from Inside Prison,8,0,8
Madhya Pradesh,2006,Escapees from Outside Prison,22,0,22
Madhya Pradesh,2006,Escapees from Police Custody,32,0,32
Madhya Pradesh,2006,Re-arrested escapees,26,0,26
Madhya Pradesh,2007,Escapees from Inside Prison,0,0,0
Madhya Pradesh,2007,Escapees from Outside Prison,22,0,22
Madhya Pradesh,2007,Escapees from Police Custody,26,0,26
Madhya Pradesh,2007,Re-arrested escapees,26,0,26
Madhya Pradesh,2008,Escapees from Inside Prison,12,0,12
Madhya Pradesh,2008,Escapees from Outside Prison,22,1,23
Madhya Pradesh,2008,Escapees from Police Custody,32,1,33
Madhya Pradesh,2008,Re-arrested escapees,26,0,26
Madhya Pradesh,2009,Escapees from Inside Prison,24,0,24
Madhya Pradesh,2009,Escapees from Outside Prison,10,0,10
Madhya Pradesh,2009,Escapees from Police Custody,59,0,59
Madhya Pradesh,2009,Re-arrested escapees,22,0,22
Madhya Pradesh,2010,Escapees from Inside Prison,15,0,15
Madhya Pradesh,2010,Escapees from Outside Prison,2,0,2
Madhya Pradesh,2010,Escapees from Police Custody,42,0,42
Madhya Pradesh,2010,Re-arrested escapees,38,0,38
Madhya Pradesh,2011,Escapees from Inside Prison,34,0,34
Madhya Pradesh,2011,Escapees from Outside Prison,9,0,9
Madhya Pradesh,2011,Escapees from Police Custody,36,0,36
Madhya Pradesh,2011,Re-arrested escapees,36,0,36
Madhya Pradesh,2012,Escapees from Inside Prison,6,0,6
Madhya Pradesh,2012,Escapees from Outside Prison,9,0,9
Madhya Pradesh,2012,Escapees from Police Custody,27,0,27
Madhya Pradesh,2012,Re-arrested escapees,22,0,22
Maharashtra,2001,Escapees from Inside Prison,7,0,7
Maharashtra,2001,Escapees from Outside Prison,12,0,12
Maharashtra,2001,Escapees from Police Custody,0,0,0
Maharashtra,2001,Re-arrested escapees,7,0,7
Maharashtra,2002,Escapees from Inside Prison,6,0,6
Maharashtra,2002,Escapees from Outside Prison,19,1,20
Maharashtra,2002,Escapees from Police Custody,6,0,6
Maharashtra,2002,Re-arrested escapees,4,0,4
Maharashtra,2003,Escapees from Inside Prison,7,0,7
Maharashtra,2003,Escapees from Outside Prison,8,1,9
Maharashtra,2003,Escapees from Police Custody,36,0,36
Maharashtra,2003,Re-arrested escapees,26,0,26
Maharashtra,2004,Escapees from Inside Prison,5,0,5
Maharashtra,2004,Escapees from Outside Prison,7,0,7
Maharashtra,2004,Escapees from Police Custody,24,0,24
Maharashtra,2004,Re-arrested escapees,14,0,14
Maharashtra,2005,Escapees from Inside Prison,4,0,4
Maharashtra,2005,Escapees from Outside Prison,9,0,9
Maharashtra,2005,Escapees from Police Custody,36,4,40
Maharashtra,2005,Re-arrested escapees,12,2,14
Maharashtra,2006,Escapees from Inside Prison,5,0,5
Maharashtra,2006,Escapees from Outside Prison,17,2,19
Maharashtra,2006,Escapees from Police Custody,30,3,33
Maharashtra,2006,Re-arrested escapees,27,2,29
Maharashtra,2007,Escapees from Inside Prison,1,0,1
Maharashtra,2007,Escapees from Outside Prison,7,1,8
Maharashtra,2007,Escapees from Police Custody,15,0,15
Maharashtra,2007,Re-arrested escapees,7,1,8
Maharashtra,2008,Escapees from Inside Prison,3,1,4
Maharashtra,2008,Escapees from Outside Prison,0,0,0
Maharashtra,2008,Escapees from Police Custody,2,0,2
Maharashtra,2008,Re-arrested escapees,4,0,4
Maharashtra,2009,Escapees from Inside Prison,7,0,7
Maharashtra,2009,Escapees from Outside Prison,0,0,0
Maharashtra,2009,Escapees from Police Custody,14,0,14
Maharashtra,2009,Re-arrested escapees,6,0,6
Maharashtra,2010,Escapees from Inside Prison,2,0,2
Maharashtra,2010,Escapees from Outside Prison,8,0,8
Maharashtra,2010,Escapees from Police Custody,11,0,11
Maharashtra,2010,Re-arrested escapees,9,0,9
Maharashtra,2011,Escapees from Inside Prison,3,1,4
Maharashtra,2011,Escapees from Outside Prison,0,0,0
Maharashtra,2011,Escapees from Police Custody,34,1,35
Maharashtra,2011,Re-arrested escapees,14,2,16
Maharashtra,2012,Escapees from Inside Prison,3,0,3
Maharashtra,2012,Escapees from Outside Prison,17,2,19
Maharashtra,2012,Escapees from Police Custody,18,0,18
Maharashtra,2012,Re-arrested escapees,27,1,28
Manipur,2001,Escapees from Inside Prison,0,0,0
Manipur,2001,Escapees from Outside Prison,0,0,0
Manipur,2001,Escapees from Police Custody,0,0,0
Manipur,2001,Re-arrested escapees,0,0,0
Manipur,2002,Escapees from Inside Prison,0,0,0
Manipur,2002,Escapees from Outside Prison,0,0,0
Manipur,2002,Escapees from Police Custody,0,0,0
Manipur,2002,Re-arrested escapees,0,0,0
Manipur,2003,Escapees from Inside Prison,0,0,0
Manipur,2003,Escapees from Outside Prison,0,0,0
Manipur,2003,Escapees from Police Custody,0,0,0
Manipur,2003,Re-arrested escapees,0,0,0
Manipur,2004,Escapees from Inside Prison,0,0,0
Manipur,2004,Escapees from Outside Prison,0,0,0
Manipur,2004,Escapees from Police Custody,0,0,0
Manipur,2004,Re-arrested escapees,0,0,0
Manipur,2005,Escapees from Inside Prison,0,0,0
Manipur,2005,Escapees from Outside Prison,0,0,0
Manipur,2005,Escapees from Police Custody,0,0,0
Manipur,2005,Re-arrested escapees,0,0,0
Manipur,2006,Escapees from Inside Prison,0,0,0
Manipur,2006,Escapees from Outside Prison,0,0,0
Manipur,2006,Escapees from Police Custody,0,0,0
Manipur,2006,Re-arrested escapees,0,0,0
Manipur,2007,Escapees from Inside Prison,0,0,0
Manipur,2007,Escapees from Outside Prison,0,0,0
Manipur,2007,Escapees from Police Custody,0,0,0
Manipur,2007,Re-arrested escapees,0,0,0
Manipur,2008,Escapees from Inside Prison,0,0,0
Manipur,2008,Escapees from Outside Prison,1,0,1
Manipur,2008,Escapees from Police Custody,0,0,0
Manipur,2008,Re-arrested escapees,0,0,0
Manipur,2009,Escapees from Inside Prison,0,0,0
Manipur,2009,Escapees from Outside Prison,0,0,0
Manipur,2009,Escapees from Police Custody,0,0,0
Manipur,2009,Re-arrested escapees,0,0,0
Manipur,2010,Escapees from Inside Prison,0,0,0
Manipur,2010,Escapees from Outside Prison,0,0,0
Manipur,2010,Escapees from Police Custody,0,0,0
Manipur,2010,Re-arrested escapees,0,0,0
Manipur,2011,Escapees from Inside Prison,0,0,0
Manipur,2011,Escapees from Outside Prison,0,0,0
Manipur,2011,Escapees from Police Custody,0,0,0
Manipur,2011,Re-arrested escapees,0,0,0
Manipur,2012,Escapees from Inside Prison,0,0,0
Manipur,2012,Escapees from Outside Prison,1,0,1
Manipur,2012,Escapees from Police Custody,0,0,0
Manipur,2012,Re-arrested escapees,0,0,0
Meghalaya,2001,Escapees from Inside Prison,48,0,48
Meghalaya,2001,Escapees from Outside Prison,0,0,0
Meghalaya,2001,Escapees from Police Custody,0,0,0
Meghalaya,2001,Re-arrested escapees,7,0,7
Meghalaya,2002,Escapees from Inside Prison,0,0,0
Meghalaya,2002,Escapees from Outside Prison,0,0,0
Meghalaya,2002,Escapees from Police Custody,4,0,4
Meghalaya,2002,Re-arrested escapees,3,0,3
Meghalaya,2003,Escapees from Inside Prison,0,0,0
Meghalaya,2003,Escapees from Outside Prison,0,0,0
Meghalaya,2003,Escapees from Police Custody,0,0,0
Meghalaya,2003,Re-arrested escapees,0,0,0
Meghalaya,2004,Escapees from Inside Prison,0,0,0
Meghalaya,2004,Escapees from Outside Prison,0,0,0
Meghalaya,2004,Escapees from Police Custody,0,0,0
Meghalaya,2004,Re-arrested escapees,0,0,0
Meghalaya,2005,Escapees from Inside Prison,0,0,0
Meghalaya,2005,Escapees from Outside Prison,0,0,0
Meghalaya,2005,Escapees from Police Custody,0,0,0
Meghalaya,2005,Re-arrested escapees,0,0,0
Meghalaya,2006,Escapees from Inside Prison,3,0,3
Meghalaya,2006,Escapees from Outside Prison,1,0,1
Meghalaya,2006,Escapees from Police Custody,0,0,0
Meghalaya,2006,Re-arrested escapees,0,0,0
Meghalaya,2007,Escapees from Inside Prison,4,0,4
Meghalaya,2007,Escapees from Outside Prison,0,0,0
Meghalaya,2007,Escapees from Police Custody,0,0,0
Meghalaya,2007,Re-arrested escapees,0,0,0
Meghalaya,2008,Escapees from Inside Prison,7,0,7
Meghalaya,2008,Escapees from Outside Prison,0,0,0
Meghalaya,2008,Escapees from Police Custody,0,0,0
Meghalaya,2008,Re-arrested escapees,0,0,0
Meghalaya,2009,Escapees from Inside Prison,6,0,6
Meghalaya,2009,Escapees from Outside Prison,0,0,0
Meghalaya,2009,Escapees from Police Custody,0,0,0
Meghalaya,2009,Re-arrested escapees,5,0,5
Meghalaya,2010,Escapees from Inside Prison,0,0,0
Meghalaya,2010,Escapees from Outside Prison,0,0,0
Meghalaya,2010,Escapees from Police Custody,0,0,0
Meghalaya,2010,Re-arrested escapees,0,0,0
Meghalaya,2011,Escapees from Inside Prison,0,0,0
Meghalaya,2011,Escapees from Outside Prison,0,0,0
Meghalaya,2011,Escapees from Police Custody,0,0,0
Meghalaya,2011,Re-arrested escapees,0,0,0
Meghalaya,2012,Escapees from Inside Prison,0,0,0
Meghalaya,2012,Escapees from Outside Prison,0,0,0
Meghalaya,2012,Escapees from Police Custody,0,0,0
Meghalaya,2012,Re-arrested escapees,0,0,0
Mizoram,2001,Escapees from Inside Prison,2,0,2
Mizoram,2001,Escapees from Outside Prison,0,0,0
Mizoram,2001,Escapees from Police Custody,0,0,0
Mizoram,2001,Re-arrested escapees,0,0,0
Mizoram,2002,Escapees from Inside Prison,3,0,3
Mizoram,2002,Escapees from Outside Prison,0,0,0
Mizoram,2002,Escapees from Police Custody,0,0,0
Mizoram,2002,Re-arrested escapees,0,0,0
Mizoram,2003,Escapees from Inside Prison,0,0,0
Mizoram,2003,Escapees from Outside Prison,0,0,0
Mizoram,2003,Escapees from Police Custody,0,0,0
Mizoram,2003,Re-arrested escapees,0,0,0
Mizoram,2004,Escapees from Inside Prison,1,0,1
Mizoram,2004,Escapees from Outside Prison,0,0,0
Mizoram,2004,Escapees from Police Custody,0,0,0
Mizoram,2004,Re-arrested escapees,0,0,0
Mizoram,2005,Escapees from Inside Prison,7,0,7
Mizoram,2005,Escapees from Outside Prison,0,0,0
Mizoram,2005,Escapees from Police Custody,0,0,0
Mizoram,2005,Re-arrested escapees,5,0,5
Mizoram,2006,Escapees from Inside Prison,0,0,0
Mizoram,2006,Escapees from Outside Prison,0,0,0
Mizoram,2006,Escapees from Police Custody,0,0,0
Mizoram,2006,Re-arrested escapees,0,0,0
Mizoram,2007,Escapees from Inside Prison,2,0,2
Mizoram,2007,Escapees from Outside Prison,1,0,1
Mizoram,2007,Escapees from Police Custody,0,0,0
Mizoram,2007,Re-arrested escapees,0,0,0
Mizoram,2008,Escapees from Inside Prison,4,0,4
Mizoram,2008,Escapees from Outside Prison,0,0,0
Mizoram,2008,Escapees from Police Custody,0,0,0
Mizoram,2008,Re-arrested escapees,3,0,3
Mizoram,2009,Escapees from Inside Prison,3,0,3
Mizoram,2009,Escapees from Outside Prison,0,0,0
Mizoram,2009,Escapees from Police Custody,0,0,0
Mizoram,2009,Re-arrested escapees,1,0,1
Mizoram,2010,Escapees from Inside Prison,0,0,0
Mizoram,2010,Escapees from Outside Prison,0,0,0
Mizoram,2010,Escapees from Police Custody,0,0,0
Mizoram,2010,Re-arrested escapees,0,0,0
Mizoram,2011,Escapees from Inside Prison,0,0,0
Mizoram,2011,Escapees from Outside Prison,0,0,0
Mizoram,2011,Escapees from Police Custody,0,0,0
Mizoram,2011,Re-arrested escapees,0,0,0
Mizoram,2012,Escapees from Inside Prison,5,0,5
Mizoram,2012,Escapees from Outside Prison,1,0,1
Mizoram,2012,Escapees from Police Custody,0,0,0
Mizoram,2012,Re-arrested escapees,0,0,0
Nagaland,2001,Escapees from Inside Prison,2,0,2
Nagaland,2001,Escapees from Outside Prison,0,0,0
Nagaland,2001,Escapees from Police Custody,0,0,0
Nagaland,2001,Re-arrested escapees,0,0,0
Nagaland,2002,Escapees from Inside Prison,0,0,0
Nagaland,2002,Escapees from Outside Prison,0,0,0
Nagaland,2002,Escapees from Police Custody,0,0,0
Nagaland,2002,Re-arrested escapees,0,0,0
Nagaland,2003,Escapees from Inside Prison,0,0,0
Nagaland,2003,Escapees from Outside Prison,0,0,0
Nagaland,2003,Escapees from Police Custody,0,0,0
Nagaland,2003,Re-arrested escapees,0,0,0
Nagaland,2004,Escapees from Inside Prison,0,0,0
Nagaland,2004,Escapees from Outside Prison,0,0,0
Nagaland,2004,Escapees from Police Custody,0,0,0
Nagaland,2004,Re-arrested escapees,0,0,0
Nagaland,2005,Escapees from Inside Prison,0,0,0
Nagaland,2005,Escapees from Outside Prison,0,0,0
Nagaland,2005,Escapees from Police Custody,0,0,0
Nagaland,2005,Re-arrested escapees,0,0,0
Nagaland,2006,Escapees from Inside Prison,0,0,0
Nagaland,2006,Escapees from Outside Prison,0,0,0
Nagaland,2006,Escapees from Police Custody,0,0,0
Nagaland,2006,Re-arrested escapees,0,0,0
Nagaland,2007,Escapees from Inside Prison,3,0,3
Nagaland,2007,Escapees from Outside Prison,0,0,0
Nagaland,2007,Escapees from Police Custody,0,0,0
Nagaland,2007,Re-arrested escapees,2,0,2
Nagaland,2008,Escapees from Inside Prison,0,0,0
Nagaland,2008,Escapees from Outside Prison,2,0,2
Nagaland,2008,Escapees from Police Custody,0,0,0
Nagaland,2008,Re-arrested escapees,0,0,0
Nagaland,2009,Escapees from Inside Prison,0,0,0
Nagaland,2009,Escapees from Outside Prison,0,0,0
Nagaland,2009,Escapees from Police Custody,0,0,0
Nagaland,2009,Re-arrested escapees,0,0,0
Nagaland,2010,Escapees from Inside Prison,1,0,1
Nagaland,2010,Escapees from Outside Prison,0,0,0
Nagaland,2010,Escapees from Police Custody,0,0,0
Nagaland,2010,Re-arrested escapees,0,0,0
Nagaland,2011,Escapees from Inside Prison,1,0,1
Nagaland,2011,Escapees from Outside Prison,0,0,0
Nagaland,2011,Escapees from Police Custody,0,0,0
Nagaland,2011,Re-arrested escapees,0,0,0
Nagaland,2012,Escapees from Inside Prison,0,0,0
Nagaland,2012,Escapees from Outside Prison,0,0,0
Nagaland,2012,Escapees from Police Custody,0,0,0
Nagaland,2012,Re-arrested escapees,0,0,0
Orissa,2001,Escapees from Inside Prison,0,0,0
Orissa,2001,Escapees from Outside Prison,1,0,1
Orissa,2001,Escapees from Police Custody,2,0,2
Orissa,2001,Re-arrested escapees,0,0,0
Orissa,2002,Escapees from Inside Prison,7,0,7
Orissa,2002,Escapees from Outside Prison,0,0,0
Orissa,2002,Escapees from Police Custody,3,0,3
Orissa,2002,Re-arrested escapees,0,0,0
Orissa,2003,Escapees from Inside Prison,33,0,33
Orissa,2003,Escapees from Outside Prison,0,0,0
Orissa,2003,Escapees from Police Custody,0,0,0
Orissa,2003,Re-arrested escapees,0,0,0
Orissa,2004,Escapees from Inside Prison,5,0,5
Orissa,2004,Escapees from Outside Prison,0,0,0
Orissa,2004,Escapees from Police Custody,0,0,0
Orissa,2004,Re-arrested escapees,3,0,3
Orissa,2005,Escapees from Inside Prison,12,0,12
Orissa,2005,Escapees from Outside Prison,0,0,0
Orissa,2005,Escapees from Police Custody,0,0,0
Orissa,2005,Re-arrested escapees,6,0,6
Orissa,2006,Escapees from Inside Prison,14,0,14
Orissa,2006,Escapees from Outside Prison,0,0,0
Orissa,2006,Escapees from Police Custody,0,0,0
Orissa,2006,Re-arrested escapees,4,0,4
Orissa,2007,Escapees from Inside Prison,27,0,27
Orissa,2007,Escapees from Outside Prison,0,0,0
Orissa,2007,Escapees from Police Custody,0,0,0
Orissa,2007,Re-arrested escapees,17,0,17
Orissa,2008,Escapees from Inside Prison,12,0,12
Orissa,2008,Escapees from Outside Prison,0,0,0
Orissa,2008,Escapees from Police Custody,0,0,0
Orissa,2008,Re-arrested escapees,7,0,7
Orissa,2009,Escapees from Inside Prison,17,0,17
Orissa,2009,Escapees from Outside Prison,0,0,0
Orissa,2009,Escapees from Police Custody,0,0,0
Orissa,2009,Re-arrested escapees,6,0,6
Orissa,2010,Escapees from Inside Prison,11,0,11
Orissa,2010,Escapees from Outside Prison,0,0,0
Orissa,2010,Escapees from Police Custody,0,0,0
Orissa,2010,Re-arrested escapees,7,0,7
Orissa,2011,Escapees from Inside Prison,7,0,7
Orissa,2011,Escapees from Outside Prison,0,0,0
Orissa,2011,Escapees from Police Custody,4,0,4
Orissa,2011,Re-arrested escapees,1,0,1
Orissa,2012,Escapees from Inside Prison,10,0,10
Orissa,2012,Escapees from Outside Prison,0,0,0
Orissa,2012,Escapees from Police Custody,0,0,0
Orissa,2012,Re-arrested escapees,4,0,4
Punjab,2001,Escapees from Inside Prison,3,0,3
Punjab,2001,Escapees from Outside Prison,0,0,0
Punjab,2001,Escapees from Police Custody,0,0,0
Punjab,2001,Re-arrested escapees,0,0,0
Punjab,2002,Escapees from Inside Prison,4,0,4
Punjab,2002,Escapees from Outside Prison,2,0,2
Punjab,2002,Escapees from Police Custody,6,1,7
Punjab,2002,Re-arrested escapees,0,0,0
Punjab,2003,Escapees from Inside Prison,6,0,6
Punjab,2003,Escapees from Outside Prison,3,0,3
Punjab,2003,Escapees from Police Custody,5,2,7
Punjab,2003,Re-arrested escapees,0,0,0
Punjab,2004,Escapees from Inside Prison,3,0,3
Punjab,2004,Escapees from Outside Prison,1,0,1
Punjab,2004,Escapees from Police Custody,13,0,13
Punjab,2004,Re-arrested escapees,0,0,0
Punjab,2005,Escapees from Inside Prison,3,0,3
Punjab,2005,Escapees from Outside Prison,0,0,0
Punjab,2005,Escapees from Police Custody,20,0,20
Punjab,2005,Re-arrested escapees,0,0,0
Punjab,2006,Escapees from Inside Prison,14,0,14
Punjab,2006,Escapees from Outside Prison,0,0,0
Punjab,2006,Escapees from Police Custody,17,0,17
Punjab,2006,Re-arrested escapees,0,0,0
Punjab,2007,Escapees from Inside Prison,2,0,2
Punjab,2007,Escapees from Outside Prison,1,0,1
Punjab,2007,Escapees from Police Custody,33,0,33
Punjab,2007,Re-arrested escapees,0,0,0
Punjab,2008,Escapees from Inside Prison,3,0,3
Punjab,2008,Escapees from Outside Prison,2,0,2
Punjab,2008,Escapees from Police Custody,22,0,22
Punjab,2008,Re-arrested escapees,4,0,4
Punjab,2009,Escapees from Inside Prison,1,0,1
Punjab,2009,Escapees from Outside Prison,3,0,3
Punjab,2009,Escapees from Police Custody,17,0,17
Punjab,2009,Re-arrested escapees,0,0,0
Punjab,2010,Escapees from Inside Prison,9,0,9
Punjab,2010,Escapees from Outside Prison,7,0,7
Punjab,2010,Escapees from Police Custody,23,0,23
Punjab,2010,Re-arrested escapees,0,0,0
Punjab,2011,Escapees from Inside Prison,4,0,4
Punjab,2011,Escapees from Outside Prison,5,0,5
Punjab,2011,Escapees from Police Custody,38,0,38
Punjab,2011,Re-arrested escapees,9,0,9
Punjab,2012,Escapees from Inside Prison,11,0,11
Punjab,2012,Escapees from Outside Prison,7,0,7
Punjab,2012,Escapees from Police Custody,38,0,38
Punjab,2012,Re-arrested escapees,20,0,20
Rajasthan,2001,Escapees from Inside Prison,10,0,10
Rajasthan,2001,Escapees from Outside Prison,2,0,2
Rajasthan,2001,Escapees from Police Custody,30,0,30
Rajasthan,2001,Re-arrested escapees,20,0,20
Rajasthan,2002,Escapees from Inside Prison,19,0,19
Rajasthan,2002,Escapees from Outside Prison,1,0,1
Rajasthan,2002,Escapees from Police Custody,18,0,18
Rajasthan,2002,Re-arrested escapees,25,0,25
Rajasthan,2003,Escapees from Inside Prison,14,0,14
Rajasthan,2003,Escapees from Outside Prison,9,0,9
Rajasthan,2003,Escapees from Police Custody,22,0,22
Rajasthan,2003,Re-arrested escapees,19,0,19
Rajasthan,2004,Escapees from Inside Prison,26,0,26
Rajasthan,2004,Escapees from Outside Prison,0,0,0
Rajasthan,2004,Escapees from Police Custody,21,1,22
Rajasthan,2004,Re-arrested escapees,31,1,32
Rajasthan,2005,Escapees from Inside Prison,5,0,5
Rajasthan,2005,Escapees from Outside Prison,6,0,6
Rajasthan,2005,Escapees from Police Custody,30,0,30
Rajasthan,2005,Re-arrested escapees,17,0,17
Rajasthan,2006,Escapees from Inside Prison,11,0,11
Rajasthan,2006,Escapees from Outside Prison,3,0,3
Rajasthan,2006,Escapees from Police Custody,27,0,27
Rajasthan,2006,Re-arrested escapees,25,0,25
Rajasthan,2007,Escapees from Inside Prison,29,0,29
Rajasthan,2007,Escapees from Outside Prison,5,0,5
Rajasthan,2007,Escapees from Police Custody,32,0,32
Rajasthan,2007,Re-arrested escapees,31,0,31
Rajasthan,2008,Escapees from Inside Prison,12,0,12
Rajasthan,2008,Escapees from Outside Prison,0,0,0
Rajasthan,2008,Escapees from Police Custody,31,0,31
Rajasthan,2008,Re-arrested escapees,19,0,19
Rajasthan,2009,Escapees from Inside Prison,18,0,18
Rajasthan,2009,Escapees from Outside Prison,3,1,4
Rajasthan,2009,Escapees from Police Custody,23,0,23
Rajasthan,2009,Re-arrested escapees,19,1,20
Rajasthan,2010,Escapees from Inside Prison,30,0,30
Rajasthan,2010,Escapees from Outside Prison,0,0,0
Rajasthan,2010,Escapees from Police Custody,19,0,19
Rajasthan,2010,Re-arrested escapees,18,0,18
Rajasthan,2011,Escapees from Inside Prison,29,0,29
Rajasthan,2011,Escapees from Outside Prison,3,0,3
Rajasthan,2011,Escapees from Police Custody,21,0,21
Rajasthan,2011,Re-arrested escapees,32,0,32
Rajasthan,2012,Escapees from Inside Prison,21,0,21
Rajasthan,2012,Escapees from Outside Prison,5,0,5
Rajasthan,2012,Escapees from Police Custody,31,0,31
Rajasthan,2012,Re-arrested escapees,38,0,38
Sikkim,2001,Escapees from Inside Prison,0,0,0
Sikkim,2001,Escapees from Outside Prison,0,0,0
Sikkim,2001,Escapees from Police Custody,0,0,0
Sikkim,2001,Re-arrested escapees,0,0,0
Sikkim,2002,Escapees from Inside Prison,0,0,0
Sikkim,2002,Escapees from Outside Prison,0,0,0
Sikkim,2002,Escapees from Police Custody,0,0,0
Sikkim,2002,Re-arrested escapees,0,0,0
Sikkim,2003,Escapees from Inside Prison,0,0,0
