state_name,year,detail,male,female,total
Sikkim,2003,Escapees from Outside Prison,0,0,0
Sikkim,2003,Escapees from Police Custody,0,0,0
Sikkim,2003,Re-arrested escapees,0,0,0
Sikkim,2004,Escapees from Inside Prison,2,0,2
Sikkim,2004,Escapees from Outside Prison,0,0,0
Sikkim,2004,Escapees from Police Custody,0,0,0
Sikkim,2004,Re-arrested escapees,2,0,2
Sikkim,2005,Escapees from Inside Prison,0,0,0
Sikkim,2005,Escapees from Outside Prison,0,0,0
Sikkim,2005,Escapees from Police Custody,0,0,0
Sikkim,2005,Re-arrested escapees,0,0,0
Sikkim,2006,Escapees from Inside Prison,0,0,0
Sikkim,2006,Escapees from Outside Prison,1,0,1
Sikkim,2006,Escapees from Police Custody,0,0,0
Sikkim,2006,Re-arrested escapees,1,0,1
Sikkim,2007,Escapees from Inside Prison,0,0,0
Sikkim,2007,Escapees from Outside Prison,0,0,0
Sikkim,2007,Escapees from Police Custody,0,0,0
Sikkim,2007,Re-arrested escapees,0,0,0
Sikkim,2008,Escapees from Inside Prison,0,0,0
Sikkim,2008,Escapees from Outside Prison,1,0,1
Sikkim,2008,Escapees from Police Custody,0,0,0
Sikkim,2008,Re-arrested escapees,1,0,1
Sikkim,2009,Escapees from Inside Prison,0,0,0
Sikkim,2009,Escapees from Outside Prison,0,0,0
Sikkim,2009,Escapees from Police Custody,0,0,0
Sikkim,2009,Re-arrested escapees,0,0,0
Sikkim,2010,Escapees from Inside Prison,0,0,0
Sikkim,2010,Escapees from Outside Prison,0,0,0
Sikkim,2010,Escapees from Police Custody,1,0,1
Sikkim,2010,Re-arrested escapees,1,0,1
Sikkim,2011,Escapees from Inside Prison,0,0,0
Sikkim,2011,Escapees from Outside Prison,0,0,0
Sikkim,2011,Escapees from Police Custody,0,0,0
Sikkim,2011,Re-arrested escapees,0,0,0
Sikkim,2012,Escapees from Inside Prison,6,0,6
Sikkim,2012,Escapees from Outside Prison,0,0,0
Sikkim,2012,Escapees from Police Custody,0,0,0
Sikkim,2012,Re-arrested escapees,0,0,0
Tamilnadu,2001,Escapees from Inside Prison,10,0,10
Tamilnadu,2001,Escapees from Outside Prison,0,0,0
Tamilnadu,2001,Escapees from Police Custody,65,0,65
Tamilnadu,2001,Re-arrested escapees,46,0,46
Tamilnadu,2002,Escapees from Inside Prison,8,0,8
Tamilnadu,2002,Escapees from Outside Prison,1,2,3
Tamilnadu,2002,Escapees from Police Custody,48,0,48
Tamilnadu,2002,Re-arrested escapees,41,2,43
Tamilnadu,2003,Escapees from Inside Prison,9,0,9
Tamilnadu,2003,Escapees from Outside Prison,0,0,0
Tamilnadu,2003,Escapees from Police Custody,38,0,38
Tamilnadu,2003,Re-arrested escapees,0,0,0
Tamilnadu,2004,Escapees from Inside Prison,8,0,8
Tamilnadu,2004,Escapees from Outside Prison,0,0,0
Tamilnadu,2004,Escapees from Police Custody,34,0,34
Tamilnadu,2004,Re-arrested escapees,0,0,0
Tamilnadu,2005,Escapees from Inside Prison,3,1,4
Tamilnadu,2005,Escapees from Outside Prison,31,0,31
Tamilnadu,2005,Escapees from Police Custody,0,0,0
Tamilnadu,2005,Re-arrested escapees,0,0,0
Tamilnadu,2006,Escapees from Inside Prison,2,0,2
Tamilnadu,2006,Escapees from Outside Prison,0,0,0
Tamilnadu,2006,Escapees from Police Custody,24,0,24
Tamilnadu,2006,Re-arrested escapees,20,0,20
Tamilnadu,2007,Escapees from Inside Prison,6,1,7
Tamilnadu,2007,Escapees from Outside Prison,0,0,0
Tamilnadu,2007,Escapees from Police Custody,31,0,31
Tamilnadu,2007,Re-arrested escapees,25,0,25
Tamilnadu,2008,Escapees from Inside Prison,9,0,9
Tamilnadu,2008,Escapees from Outside Prison,8,0,8
Tamilnadu,2008,Escapees from Police Custody,23,0,23
Tamilnadu,2008,Re-arrested escapees,2,0,2
Tamilnadu,2009,Escapees from Inside Prison,4,0,4
Tamilnadu,2009,Escapees from Outside Prison,0,0,0
Tamilnadu,2009,Escapees from Police Custody,17,0,17
Tamilnadu,2009,Re-arrested escapees,0,0,0
Tamilnadu,2010,Escapees from Inside Prison,7,0,7
Tamilnadu,2010,Escapees from Outside Prison,0,0,0
Tamilnadu,2010,Escapees from Police Custody,10,0,10
Tamilnadu,2010,Re-arrested escapees,0,0,0
Tamilnadu,2011,Escapees from Inside Prison,7,0,7
Tamilnadu,2011,Escapees from Outside Prison,0,0,0
Tamilnadu,2011,Escapees from Police Custody,15,0,15
Tamilnadu,2011,Re-arrested escapees,19,0,19
Tamilnadu,2012,Escapees from Inside Prison,6,0,6
Tamilnadu,2012,Escapees from Outside Prison,0,0,0
Tamilnadu,2012,Escapees from Police Custody,12,0,12
Tamilnadu,2012,Re-arrested escapees,15,0,15
Tripura,2001,Escapees from Inside Prison,1,0,1
Tripura,2001,Escapees from Outside Prison,0,0,0
Tripura,2001,Escapees from Police Custody,0,0,0
Tripura,2001,Re-arrested escapees,0,0,0
Tripura,2002,Escapees from Inside Prison,0,0,0
Tripura,2002,Escapees from Outside Prison,0,0,0
Tripura,2002,Escapees from Police Custody,0,0,0
Tripura,2002,Re-arrested escapees,0,0,0
Tripura,2003,Escapees from Inside Prison,0,0,0
Tripura,2003,Escapees from Outside Prison,0,0,0
Tripura,2003,Escapees from Police Custody,0,0,0
Tripura,2003,Re-arrested escapees,0,0,0
Tripura,2004,Escapees from Inside Prison,1,0,1
Tripura,2004,Escapees from Outside Prison,0,0,0
Tripura,2004,Escapees from Police Custody,0,0,0
Tripura,2004,Re-arrested escapees,0,0,0
Tripura,2005,Escapees from Inside Prison,0,0,0
Tripura,2005,Escapees from Outside Prison,1,0,1
Tripura,2005,Escapees from Police Custody,1,0,1
Tripura,2005,Re-arrested escapees,0,0,0
Tripura,2006,Escapees from Inside Prison,12,0,12
Tripura,2006,Escapees from Outside Prison,0,0,0
Tripura,2006,Escapees from Police Custody,0,0,0
Tripura,2006,Re-arrested escapees,0,0,0
Tripura,2007,Escapees from Inside Prison,0,0,0
Tripura,2007,Escapees from Outside Prison,0,0,0
Tripura,2007,Escapees from Police Custody,0,0,0
Tripura,2007,Re-arrested escapees,0,0,0
Tripura,2008,Escapees from Inside Prison,0,0,0
Tripura,2008,Escapees from Outside Prison,0,0,0
Tripura,2008,Escapees from Police Custody,0,0,0
Tripura,2008,Re-arrested escapees,0,0,0
Tripura,2009,Escapees from Inside Prison,0,0,0
Tripura,2009,Escapees from Outside Prison,0,0,0
Tripura,2009,Escapees from Police Custody,2,0,2
Tripura,2009,Re-arrested escapees,2,0,2
Tripura,2010,Escapees from Inside Prison,0,0,0
Tripura,2010,Escapees from Outside Prison,0,0,0
Tripura,2010,Escapees from Police Custody,2,0,2
Tripura,2010,Re-arrested escapees,0,0,0
Tripura,2011,Escapees from Inside Prison,4,0,4
Tripura,2011,Escapees from Outside Prison,1,0,1
Tripura,2011,Escapees from Police Custody,1,0,1
Tripura,2011,Re-arrested escapees,0,0,0
Tripura,2012,Escapees from Inside Prison,0,0,0
Tripura,2012,Escapees from Outside Prison,0,0,0
Tripura,2012,Escapees from Police Custody,0,0,0
Tripura,2012,Re-arrested escapees,0,0,0
Uttar Pradesh,2001,Escapees from Inside Prison,11,0,11
Uttar Pradesh,2001,Escapees from Outside Prison,7,0,7
Uttar Pradesh,2001,Escapees from Police Custody,52,3,55
Uttar Pradesh,2001,Re-arrested escapees,13,0,13
Uttar Pradesh,2002,Escapees from Inside Prison,15,0,15
Uttar Pradesh,2002,Escapees from Outside Prison,9,0,9
Uttar Pradesh,2002,Escapees from Police Custody,76,1,77
Uttar Pradesh,2002,Re-arrested escapees,61,1,62
Uttar Pradesh,2003,Escapees from Inside Prison,35,0,35
Uttar Pradesh,2003,Escapees from Outside Prison,32,0,32
Uttar Pradesh,2003,Escapees from Police Custody,80,1,81
Uttar Pradesh,2003,Re-arrested escapees,0,0,0
Uttar Pradesh,2004,Escapees from Inside Prison,1,0,1
Uttar Pradesh,2004,Escapees from Outside Prison,6,0,6
Uttar Pradesh,2004,Escapees from Police Custody,64,0,64
Uttar Pradesh,2004,Re-arrested escapees,55,0,55
Uttar Pradesh,2005,Escapees from Inside Prison,14,0,14
Uttar Pradesh,2005,Escapees from Outside Prison,3,0,3
Uttar Pradesh,2005,Escapees from Police Custody,54,1,55
Uttar Pradesh,2005,Re-arrested escapees,42,0,42
Uttar Pradesh,2006,Escapees from Inside Prison,13,0,13
Uttar Pradesh,2006,Escapees from Outside Prison,5,0,5
Uttar Pradesh,2006,Escapees from Police Custody,59,1,60
Uttar Pradesh,2006,Re-arrested escapees,62,1,63
Uttar Pradesh,2007,Escapees from Inside Prison,13,0,13
Uttar Pradesh,2007,Escapees from Outside Prison,4,0,4
Uttar Pradesh,2007,Escapees from Police Custody,50,1,51
Uttar Pradesh,2007,Re-arrested escapees,43,1,44
Uttar Pradesh,2008,Escapees from Inside Prison,10,0,10
Uttar Pradesh,2008,Escapees from Outside Prison,29,0,29
Uttar Pradesh,2008,Escapees from Police Custody,68,1,69
Uttar Pradesh,2008,Re-arrested escapees,41,2,43
Uttar Pradesh,2009,Escapees from Inside Prison,12,0,12
Uttar Pradesh,2009,Escapees from Outside Prison,0,0,0
Uttar Pradesh,2009,Escapees from Police Custody,78,1,79
Uttar Pradesh,2009,Re-arrested escapees,18,0,18
Uttar Pradesh,2010,Escapees from Inside Prison,21,0,21
Uttar Pradesh,2010,Escapees from Outside Prison,0,0,0
Uttar Pradesh,2010,Escapees from Police Custody,45,0,45
Uttar Pradesh,2010,Re-arrested escapees,18,0,18
Uttar Pradesh,2011,Escapees from Inside Prison,11,0,11
Uttar Pradesh,2011,Escapees from Outside Prison,0,0,0
Uttar Pradesh,2011,Escapees from Police Custody,45,0,45
Uttar Pradesh,2011,Re-arrested escapees,11,0,11
Uttar Pradesh,2012,Escapees from Inside Prison,8,0,8
Uttar Pradesh,2012,Escapees from Outside Prison,0,0,0
Uttar Pradesh,2012,Escapees from Police Custody,41,0,41
Uttar Pradesh,2012,Re-arrested escapees,6,0,6
Uttaranchal,2001,Escapees from Inside Prison,0,0,0
Uttaranchal,2001,Escapees from Outside Prison,1,0,1
Uttaranchal,2001,Escapees from Police Custody,5,0,5
Uttaranchal,2001,Re-arrested escapees,0,0,0
Uttaranchal,2002,Escapees from Inside Prison,2,0,2
Uttaranchal,2002,Escapees from Outside Prison,1,0,1
Uttaranchal,2002,Escapees from Police Custody,3,0,3
Uttaranchal,2002,Re-arrested escapees,2,0,2
Uttaranchal,2003,Escapees from Inside Prison,0,0,0
Uttaranchal,2003,Escapees from Outside Prison,2,0,2
Uttaranchal,2003,Escapees from Police Custody,3,0,3
Uttaranchal,2003,Re-arrested escapees,1,0,1
Uttaranchal,2004,Escapees from Inside Prison,0,0,0
Uttaranchal,2004,Escapees from Outside Prison,0,0,0
Uttaranchal,2004,Escapees from Police Custody,6,0,6
Uttaranchal,2004,Re-arrested escapees,0,0,0
Uttaranchal,2005,Escapees from Inside Prison,0,0,0
Uttaranchal,2005,Escapees from Outside Prison,8,0,8
Uttaranchal,2005,Escapees from Police Custody,0,0,0
Uttaranchal,2005,Re-arrested escapees,0,0,0
Uttaranchal,2006,Escapees from Inside Prison,3,0,3
Uttaranchal,2006,Escapees from Outside Prison,5,0,5
Uttaranchal,2006,Escapees from Police Custody,6,0,6
Uttaranchal,2006,Re-arrested escapees,0,0,0
Uttaranchal,2007,Escapees from Inside Prison,0,0,0
Uttaranchal,2007,Escapees from Outside Prison,0,0,0
Uttaranchal,2007,Escapees from Police Custody,2,0,2
Uttaranchal,2007,Re-arrested escapees,0,0,0
Uttaranchal,2008,Escapees from Inside Prison,0,0,0
Uttaranchal,2008,Escapees from Outside Prison,1,0,1
Uttaranchal,2008,Escapees from Police Custody,4,0,4
Uttaranchal,2008,Re-arrested escapees,0,0,0
Uttaranchal,2009,Escapees from Inside Prison,1,0,1
Uttaranchal,2009,Escapees from Outside Prison,0,0,0
Uttaranchal,2009,Escapees from Police Custody,3,0,3
Uttaranchal,2009,Re-arrested escapees,0,0,0
Uttaranchal,2010,Escapees from Inside Prison,0,0,0
Uttaranchal,2010,Escapees from Outside Prison,3,0,3
Uttaranchal,2010,Escapees from Police Custody,0,0,0
Uttaranchal,2010,Re-arrested escapees,2,0,2
Uttaranchal,2011,Escapees from Inside Prison,2,0,2
Uttaranchal,2011,Escapees from Outside Prison,2,0,2
Uttaranchal,2011,Escapees from Police Custody,1,0,1
Uttaranchal,2011,Re-arrested escapees,1,0,1
Uttaranchal,2012,Escapees from Inside Prison,0,0,0
Uttaranchal,2012,Escapees from Outside Prison,0,0,0
Uttaranchal,2012,Escapees from Police Custody,0,0,0
Uttaranchal,2012,Re-arrested escapees,1,0,1
West Bengal,2001,Escapees from Inside Prison,4,0,4
West Bengal,2001,Escapees from Outside Prison,4,1,5
West Bengal,2001,Escapees from Police Custody,3,0,3
West Bengal,2001,Re-arrested escapees,0,0,0
West Bengal,2002,Escapees from Inside Prison,8,0,8
West Bengal,2002,Escapees from Outside Prison,3,0,3
West Bengal,2002,Escapees from Police Custody,1,1,2
West Bengal,2002,Re-arrested escapees,0,0,0
West Bengal,2003,Escapees from Inside Prison,13,0,13
West Bengal,2003,Escapees from Outside Prison,0,0,0
West Bengal,2003,Escapees from Police Custody,4,0,4
West Bengal,2003,Re-arrested escapees,0,0,0
West Bengal,2004,Escapees from Inside Prison,3,0,3
West Bengal,2004,Escapees from Outside Prison,1,0,1
West Bengal,2004,Escapees from Police Custody,2,0,2
West Bengal,2004,Re-arrested escapees,0,0,0
West Bengal,2005,Escapees from Inside Prison,0,0,0
West Bengal,2005,Escapees from Outside Prison,1,0,1
West Bengal,2005,Escapees from Police Custody,0,0,0
West Bengal,2005,Re-arrested escapees,1,0,1
West Bengal,2006,Escapees from Inside Prison,1,0,1
West Bengal,2006,Escapees from Outside Prison,3,0,3
West Bengal,2006,Escapees from Police Custody,2,0,2
West Bengal,2006,Re-arrested escapees,1,0,1
West Bengal,2007,Escapees from Inside Prison,4,0,4
West Bengal,2007,Escapees from Outside Prison,2,1,3
West Bengal,2007,Escapees from Police Custody,5,0,5
West Bengal,2007,Re-arrested escapees,1,1,2
West Bengal,2008,Escapees from Inside Prison,6,0,6
West Bengal,2008,Escapees from Outside Prison,8,2,10
West Bengal,2008,Escapees from Police Custody,2,0,2
West Bengal,2008,Re-arrested escapees,0,0,0
West Bengal,2009,Escapees from Inside Prison,1,0,1
West Bengal,2009,Escapees from Outside Prison,13,2,15
West Bengal,2009,Escapees from Police Custody,2,0,2
West Bengal,2009,Re-arrested escapees,4,0,4
West Bengal,2010,Escapees from Inside Prison,4,0,4
West Bengal,2010,Escapees from Outside Prison,5,1,6
West Bengal,2010,Escapees from Police Custody,0,0,0
West Bengal,2010,Re-arrested escapees,0,0,0
West Bengal,2011,Escapees from Inside Prison,3,0,3
West Bengal,2011,Escapees from Outside Prison,0,0,0
West Bengal,2011,Escapees from Police Custody,13,0,13
West Bengal,2011,Re-arrested escapees,1,0,1
West Bengal,2012,Escapees from Inside Prison,5,0,5
West Bengal,2012,Escapees from Outside Prison,0,0,0
West Bengal,2012,Escapees from Police Custody,7,0,7
West Bengal,2012,Re-arrested escapees,3,0,3
A & N Islands,2001,Escapees from Inside Prison,0,0,0
A & N Islands,2001,Escapees from Outside Prison,0,0,0
A & N Islands,2001,Escapees from Police Custody,0,0,0
A & N Islands,2001,Re-arrested escapees,0,0,0
A & N Islands,2002,Escapees from Inside Prison,0,0,0
A & N Islands,2002,Escapees from Outside Prison,0,0,0
A & N Islands,2002,Escapees from Police Custody,0,0,0
A & N Islands,2002,Re-arrested escapees,0,0,0
A & N Islands,2003,Escapees from Inside Prison,0,0,0
A & N Islands,2003,Escapees from Outside Prison,0,0,0
A & N Islands,2003,Escapees from Police Custody,0,0,0
A & N Islands,2003,Re-arrested escapees,0,0,0
A & N Islands,2004,Escapees from Inside Prison,0,0,0
A & N Islands,2004,Escapees from Outside Prison,0,0,0
A & N Islands,2004,Escapees from Police Custody,0,0,0
A & N Islands,2004,Re-arrested escapees,0,0,0
A & N Islands,2005,Escapees from Inside Prison,0,0,0
A & N Islands,2005,Escapees from Outside Prison,0,0,0
A & N Islands,2005,Escapees from Police Custody,0,0,0
A & N Islands,2005,Re-arrested escapees,0,0,0
A & N Islands,2006,Escapees from Inside Prison,0,0,0
A & N Islands,2006,Escapees from Outside Prison,0,0,0
A & N Islands,2006,Escapees from Police Custody,0,0,0
A & N Islands,2006,Re-arrested escapees,0,0,0
A & N Islands,2007,Escapees from Inside Prison,0,0,0
A & N Islands,2007,Escapees from Outside Prison,0,0,0
A & N Islands,2007,Escapees from Police Custody,0,0,0
A & N Islands,2007,Re-arrested escapees,0,0,0
A & N Islands,2008,Escapees from Inside Prison,0,0,0
A & N Islands,2008,Escapees from Outside Prison,0,0,0
A & N Islands,2008,Escapees from Police Custody,0,0,0
A & N Islands,2008,Re-arrested escapees,0,0,0
A & N Islands,2009,Escapees from Inside Prison,0,0,0
A & N Islands,2009,Escapees from Outside Prison,0,0,0
A & N Islands,2009,Escapees from Police Custody,0,0,0
A & N Islands,2009,Re-arrested escapees,0,0,0
A & N Islands,2010,Escapees from Inside Prison,0,0,0
A & N Islands,2010,Escapees from Outside Prison,0,0,0
A & N Islands,2010,Escapees from Police Custody,3,0,3
A & N Islands,2010,Re-arrested escapees,3,0,3
A & N Islands,2011,Escapees from Inside Prison,0,0,0
A & N Islands,2011,Escapees from Outside Prison,0,0,0
A & N Islands,2011,Escapees from Police Custody,0,0,0
A & N Islands,2011,Re-arrested escapees,0,0,0
A & N Islands,2012,Escapees from Inside Prison,0,0,0
A & N Islands,2012,Escapees from Outside Prison,0,0,0
A & N Islands,2012,Escapees from Police Custody,0,0,0
A & N Islands,2012,Re-arrested escapees,0,0,0
Chandigarh,2001,Escapees from Inside Prison,0,0,0
Chandigarh,2001,Escapees from Outside Prison,0,0,0
Chandigarh,2001,Escapees from Police Custody,1,0,1
Chandigarh,2001,Re-arrested escapees,0,0,0
Chandigarh,2002,Escapees from Inside Prison,0,0,0
Chandigarh,2002,Escapees from Outside Prison,1,0,1
Chandigarh,2002,Escapees from Police Custody,2,0,2
Chandigarh,2002,Re-arrested escapees,1,0,1
Chandigarh,2003,Escapees from Inside Prison,0,0,0
Chandigarh,2003,Escapees from Outside Prison,0,0,0
Chandigarh,2003,Escapees from Police Custody,2,0,2
Chandigarh,2003,Re-arrested escapees,0,0,0
Chandigarh,2004,Escapees from Inside Prison,4,0,4
Chandigarh,2004,Escapees from Outside Prison,0,0,0
Chandigarh,2004,Escapees from Police Custody,2,0,2
Chandigarh,2004,Re-arrested escapees,2,0,2
Chandigarh,2005,Escapees from Inside Prison,0,0,0
Chandigarh,2005,Escapees from Outside Prison,0,0,0
Chandigarh,2005,Escapees from Police Custody,1,0,1
Chandigarh,2005,Re-arrested escapees,2,0,2
Chandigarh,2006,Escapees from Inside Prison,0,0,0
Chandigarh,2006,Escapees from Outside Prison,0,0,0
Chandigarh,2006,Escapees from Police Custody,1,0,1
Chandigarh,2006,Re-arrested escapees,0,0,0
Chandigarh,2007,Escapees from Inside Prison,0,0,0
Chandigarh,2007,Escapees from Outside Prison,0,0,0
Chandigarh,2007,Escapees from Police Custody,0,0,0
Chandigarh,2007,Re-arrested escapees,0,0,0
Chandigarh,2008,Escapees from Inside Prison,0,0,0
Chandigarh,2008,Escapees from Outside Prison,0,0,0
Chandigarh,2008,Escapees from Police Custody,0,0,0
Chandigarh,2008,Re-arrested escapees,0,0,0
Chandigarh,2009,Escapees from Inside Prison,0,0,0
Chandigarh,2009,Escapees from Outside Prison,0,0,0
Chandigarh,2009,Escapees from Police Custody,0,0,0
Chandigarh,2009,Re-arrested escapees,0,0,0
Chandigarh,2010,Escapees from Inside Prison,0,0,0
Chandigarh,2010,Escapees from Outside Prison,0,0,0
Chandigarh,2010,Escapees from Police Custody,0,0,0
Chandigarh,2010,Re-arrested escapees,0,0,0
Chandigarh,2011,Escapees from Inside Prison,0,0,0
Chandigarh,2011,Escapees from Outside Prison,0,0,0
Chandigarh,2011,Escapees from Police Custody,1,0,1
Chandigarh,2011,Re-arrested escapees,0,0,0
Chandigarh,2012,Escapees from Inside Prison,0,0,0
Chandigarh,2012,Escapees from Outside Prison,0,0,0
Chandigarh,2012,Escapees from Police Custody,1,0,1
Chandigarh,2012,Re-arrested escapees,1,0,1
D & N Haveli,2001,Escapees from Inside Prison,0,0,0
D & N Haveli,2001,Escapees from Outside Prison,0,0,0
D & N Haveli,2001,Escapees from Police Custody,0,0,0
D & N Haveli,2001,Re-arrested escapees,0,0,0
D & N Haveli,2002,Escapees from Inside Prison,0,0,0
D & N Haveli,2002,Escapees from Outside Prison,0,0,0
D & N Haveli,2002,Escapees from Police Custody,0,0,0
D & N Haveli,2002,Re-arrested escapees,0,0,0
D & N Haveli,2003,Escapees from Inside Prison,0,0,0
D & N Haveli,2003,Escapees from Outside Prison,1,0,1
D & N Haveli,2003,Escapees from Police Custody,0,0,0
D & N Haveli,2003,Re-arrested escapees,0,0,0
D & N Haveli,2004,Escapees from Inside Prison,0,0,0
D & N Haveli,2004,Escapees from Outside Prison,0,0,0
D & N Haveli,2004,Escapees from Police Custody,0,0,0
D & N Haveli,2004,Re-arrested escapees,0,0,0
D & N Haveli,2005,Escapees from Inside Prison,0,0,0
D & N Haveli,2005,Escapees from Outside Prison,0,0,0
D & N Haveli,2005,Escapees from Police Custody,0,0,0
D & N Haveli,2005,Re-arrested escapees,0,0,0
D & N Haveli,2006,Escapees from Inside Prison,0,0,0
D & N Haveli,2006,Escapees from Outside Prison,0,0,0
D & N Haveli,2006,Escapees from Police Custody,0,0,0
D & N Haveli,2006,Re-arrested escapees,0,0,0
D & N Haveli,2007,Escapees from Inside Prison,0,0,0
D & N Haveli,2007,Escapees from Outside Prison,0,0,0
D & N Haveli,2007,Escapees from Police Custody,0,0,0
D & N Haveli,2007,Re-arrested escapees,0,0,0
D & N Haveli,2008,Escapees from Inside Prison,0,0,0
D & N Haveli,2008,Escapees from Outside Prison,0,0,0
D & N Haveli,2008,Escapees from Police Custody,0,0,0
D & N Haveli,2008,Re-arrested escapees,0,0,0
D & N Haveli,2009,Escapees from Inside Prison,0,0,0
D & N Haveli,2009,Escapees from Outside Prison,0,0,0
D & N Haveli,2009,Escapees from Police Custody,0,0,0
D & N Haveli,2009,Re-arrested escapees,0,0,0
D & N Haveli,2010,Escapees from Inside Prison,0,0,0
D & N Haveli,2010,Escapees from Outside Prison,0,0,0
D & N Haveli,2010,Escapees from Police Custody,0,0,0
D & N Haveli,2010,Re-arrested escapees,0,0,0
D & N Haveli,2011,Escapees from Inside Prison,0,0,0
D & N Haveli,2011,Escapees from Outside Prison,0,0,0
D & N Haveli,2011,Escapees from Police Custody,0,0,0
D & N Haveli,2011,Re-arrested escapees,0,0,0
D & N Haveli,2012,Escapees from Inside Prison,0,0,0
D & N Haveli,2012,Escapees from Outside Prison,0,0,0
D & N Haveli,2012,Escapees from Police Custody,0,0,0
D & N Haveli,2012,Re-arrested escapees,0,0,0
Daman & Diu,2001,Escapees from Inside Prison,0,0,0
Daman & Diu,2001,Escapees from Outside Prison,0,0,0
Daman & Diu,2001,Escapees from Police Custody,0,0,0
Daman & Diu,2001,Re-arrested escapees,0,0,0
Daman & Diu,2002,Escapees from Inside Prison,0,0,0
Daman & Diu,2002,Escapees from Outside Prison,0,0,0
Daman & Diu,2002,Escapees from Police Custody,0,0,0
Daman & Diu,2002,Re-arrested escapees,0,0,0
Daman & Diu,2003,Escapees from Inside Prison,0,0,0
Daman & Diu,2003,Escapees from Outside Prison,0,0,0
Daman & Diu,2003,Escapees from Police Custody,0,0,0
Daman & Diu,2003,Re-arrested escapees,0,0,0
Daman & Diu,2004,Escapees from Inside Prison,0,0,0
Daman & Diu,2004,Escapees from Outside Prison,0,0,0
Daman & Diu,2004,Escapees from Police Custody,0,0,0
Daman & Diu,2004,Re-arrested escapees,0,0,0
Daman & Diu,2005,Escapees from Inside Prison,0,0,0
Daman & Diu,2005,Escapees from Outside Prison,0,0,0
Daman & Diu,2005,Escapees from Police Custody,0,0,0
Daman & Diu,2005,Re-arrested escapees,0,0,0
Daman & Diu,2006,Escapees from Inside Prison,0,0,0
Daman & Diu,2006,Escapees from Outside Prison,0,0,0
Daman & Diu,2006,Escapees from Police Custody,0,0,0
Daman & Diu,2006,Re-arrested escapees,0,0,0
Daman & Diu,2007,Escapees from Inside Prison,0,0,0
Daman & Diu,2007,Escapees from Outside Prison,0,0,0
Daman & Diu,2007,Escapees from Police Custody,0,0,0
Daman & Diu,2007,Re-arrested escapees,0,0,0
Daman & Diu,2008,Escapees from Inside Prison,0,0,0
Daman & Diu,2008,Escapees from Outside Prison,0,0,0
Daman & Diu,2008,Escapees from Police Custody,0,0,0
Daman & Diu,2008,Re-arrested escapees,0,0,0
Daman & Diu,2009,Escapees from Inside Prison,0,0,0
Daman & Diu,2009,Escapees from Outside Prison,0,0,0
Daman & Diu,2009,Escapees from Police Custody,0,0,0
Daman & Diu,2009,Re-arrested escapees,0,0,0
Daman & Diu,2010,Escapees from Inside Prison,0,0,0
Daman & Diu,2010,Escapees from Outside Prison,0,0,0
Daman & Diu,2010,Escapees from Police Custody,0,0,0
Daman & Diu,2010,Re-arrested escapees,0,0,0
Daman & Diu,2011,Escapees from Inside Prison,0,0,0
Daman & Diu,2011,Escapees from Outside Prison,0,0,0
Daman & Diu,2011,Escapees from Police Custody,0,0,0
Daman & Diu,2011,Re-arrested escapees,0,0,0
Daman & Diu,2012,Escapees from Inside Prison,0,0,0
Daman & Diu,2012,Escapees from Outside Prison,0,0,0
Daman & Diu,2012,Escapees from Police Custody,0,0,0
Daman & Diu,2012,Re-arrested escapees,0,0,0
Delhi,2001,Escapees from Inside Prison,1,0,1
Delhi,2001,Escapees from Outside Prison,0,0,0
Delhi,2001,Escapees from Police Custody,1,0,1
Delhi,2001,Re-arrested escapees,0,0,0
Delhi,2002,Escapees from Inside Prison,0,0,0
Delhi,2002,Escapees from Outside Prison,0,0,0
Delhi,2002,Escapees from Police Custody,1,0,1
Delhi,2002,Re-arrested escapees,0,0,0
Delhi,2003,Escapees from Inside Prison,0,0,0
Delhi,2003,Escapees from Outside Prison,0,0,0
Delhi,2003,Escapees from Police Custody,2,0,2
Delhi,2003,Re-arrested escapees,0,0,0
Delhi,2004,Escapees from Inside Prison,1,0,1
Delhi,2004,Escapees from Outside Prison,2,0,2
Delhi,2004,Escapees from Police Custody,5,0,5
Delhi,2004,Re-arrested escapees,0,0,0
Delhi,2005,Escapees from Inside Prison,0,0,0
Delhi,2005,Escapees from Outside Prison,2,0,2
Delhi,2005,Escapees from Police Custody,14,0,14
Delhi,2005,Re-arrested escapees,10,0,10
Delhi,2006,Escapees from Inside Prison,0,0,0
Delhi,2006,Escapees from Outside Prison,0,0,0
Delhi,2006,Escapees from Police Custody,0,0,0
Delhi,2006,Re-arrested escapees,1,0,1
Delhi,2007,Escapees from Inside Prison,0,0,0
Delhi,2007,Escapees from Outside Prison,0,0,0
Delhi,2007,Escapees from Police Custody,4,1,5
Delhi,2007,Re-arrested escapees,0,0,0
Delhi,2008,Escapees from Inside Prison,0,0,0
Delhi,2008,Escapees from Outside Prison,0,0,0
Delhi,2008,Escapees from Police Custody,1,0,1
Delhi,2008,Re-arrested escapees,0,0,0
Delhi,2009,Escapees from Inside Prison,0,0,0
Delhi,2009,Escapees from Outside Prison,0,0,0
Delhi,2009,Escapees from Police Custody,1,0,1
Delhi,2009,Re-arrested escapees,1,0,1
Delhi,2010,Escapees from Inside Prison,0,0,0
Delhi,2010,Escapees from Outside Prison,0,0,0
Delhi,2010,Escapees from Police Custody,0,0,0
