state_name,is_state,year,gender,sentence_period,age_16_18_years,age_18_30_years,age_30_50_years,age_50_above,Total
Haryana,1,2001,Male,"3 - 6 months",0,20,25,9,54
Haryana,1,2001,Male,"Less than 3 months",0,22,17,16,55
Haryana,1,2002,Male,"Capital Punishment",0,3,1,0,4
Haryana,1,2002,Male,"Life Imprisonment",3,834,885,274,1996
Haryana,1,2002,Male,"10-13 Plus years",0,263,220,112,595
Haryana,1,2002,Male,"7-9 Plus years",2,120,106,37,265
Haryana,1,2002,Male,"5-6 Plus years",0,82,69,23,174
Haryana,1,2002,Male,"2-4 Plus years",0,90,61,29,180
Haryana,1,2002,Male,"1 Less than 2 years",0,53,33,17,103
Haryana,1,2002,Male,"6 months less than 1 Yr.",0,52,34,22,108
Haryana,1,2002,Male,"3 - 6 months",0,14,25,9,48
Haryana,1,2002,Male,"Less than 3 months",0,7,19,4,30
Haryana,1,2003,Male,"Capital Punishment",0,0,0,0,0
Haryana,1,2003,Male,"Life Imprisonment",0,819,1068,345,2232
Haryana,1,2003,Male,"10-13 Plus years",0,215,336,123,674
Haryana,1,2003,Male,"7-9 Plus years",0,160,182,55,397
Haryana,1,2003,Male,"5-6 Plus years",0,131,128,82,341
Haryana,1,2003,Male,"2-4 Plus years",0,88,73,40,201
Haryana,1,2003,Male,"1 Less than 2 years",0,78,58,25,161
Haryana,1,2003,Male,"6 months less than 1 Yr.",0,40,35,19,94
Haryana,1,2003,Male,"3 - 6 months",0,44,27,21,92
Haryana,1,2003,Male,"Less than 3 months",0,27,44,13,84
Haryana,1,2004,Male,"Capital Punishment",0,1,1,0,2
Haryana,1,2004,Male,"Life Imprisonment",0,796,1107,366,2269
Haryana,1,2004,Male,"10-13 Plus years",0,343,305,137,785
Haryana,1,2004,Male,"7-9 Plus years",0,162,156,83,401
Haryana,1,2004,Male,"5-6 Plus years",0,140,113,28,281
Haryana,1,2004,Male,"2-4 Plus years",0,151,99,15,265
Haryana,1,2004,Male,"1 Less than 2 years",0,87,83,0,170
Haryana,1,2004,Male,"6 months less than 1 Yr.",0,57,24,0,81
Haryana,1,2004,Male,"3 - 6 months",0,36,20,0,56
Haryana,1,2004,Male,"Less than 3 months",0,55,46,0,101
Haryana,1,2005,Male,"Capital Punishment",0,1,2,0,3
Haryana,1,2005,Male,"Life Imprisonment",0,608,1036,178,1822
Haryana,1,2005,Male,"10-13 Plus years",4,527,373,100,1004
Haryana,1,2005,Male,"7-9 Plus years",4,327,162,54,547
Haryana,1,2005,Male,"5-6 Plus years",0,136,103,56,295
Haryana,1,2005,Male,"2-4 Plus years",0,153,122,38,313
Haryana,1,2005,Male,"1 Less than 2 years",0,126,76,43,245
Haryana,1,2005,Male,"6 months less than 1 Yr.",0,71,39,40,150
Haryana,1,2005,Male,"3 - 6 months",0,48,41,27,116
Haryana,1,2005,Male,"Less than 3 months",0,56,37,17,110
Haryana,1,2006,Male,"Capital Punishment",0,0,0,0,0
Haryana,1,2006,Male,"Life Imprisonment",0,732,1085,522,2339
Haryana,1,2006,Male,"10-13 Plus years",0,277,426,150,853
Haryana,1,2006,Male,"7-9 Plus years",0,158,257,75,490
Haryana,1,2006,Male,"5-6 Plus years",0,144,142,49,335
Haryana,1,2006,Male,"2-4 Plus years",0,81,107,21,209
Haryana,1,2006,Male,"1 Less than 2 years",0,54,67,12,133
Haryana,1,2006,Male,"6 months less than 1 Yr.",0,47,87,19,153
Haryana,1,2006,Male,"3 - 6 months",0,37,52,13,102
Haryana,1,2006,Male,"Less than 3 months",0,103,59,12,174
Haryana,1,2007,Male,"Capital Punishment",0,0,0,0,0
Haryana,1,2007,Male,"Life Imprisonment",0,732,1002,460,2194
Haryana,1,2007,Male,"10-13 Plus years",0,277,425,147,849
Haryana,1,2007,Male,"7-9 Plus years",0,158,257,72,487
Haryana,1,2007,Male,"5-6 Plus years",0,144,147,51,342
Haryana,1,2007,Male,"2-4 Plus years",0,131,107,23,261
Haryana,1,2007,Male,"1 Less than 2 years",0,104,47,14,165
Haryana,1,2007,Male,"6 months less than 1 Yr.",0,87,60,16,163
Haryana,1,2007,Male,"3 - 6 months",0,75,52,13,140
Haryana,1,2007,Male,"Less than 3 months",0,103,59,12,174
Haryana,1,2008,Male,"Capital Punishment",0,0,2,0,2
Haryana,1,2008,Male,"Life Imprisonment",0,894,1264,419,2577
Haryana,1,2008,Male,"10-13 Plus years",0,304,510,154,968
Haryana,1,2008,Male,"7-9 Plus years",0,225,223,92,540
Haryana,1,2008,Male,"5-6 Plus years",0,106,200,34,340
Haryana,1,2008,Male,"2-4 Plus years",0,115,119,25,259
Haryana,1,2008,Male,"1 Less than 2 years",0,65,79,22,166
Haryana,1,2008,Male,"6 months less than 1 Yr.",0,41,66,14,121
Haryana,1,2008,Male,"3 - 6 months",0,34,46,7,87
Haryana,1,2008,Male,"Less than 3 months",0,30,38,4,72
Haryana,1,2009,Male,"Capital Punishment",0,1,5,0,6
Haryana,1,2009,Male,"Life Imprisonment",0,955,1270,396,2621
Haryana,1,2009,Male,"10-13 Plus years",0,397,549,251,1197
Haryana,1,2009,Male,"7-9 Plus years",0,294,241,66,601
Haryana,1,2009,Male,"5-6 Plus years",0,163,151,49,363
Haryana,1,2009,Male,"2-4 Plus years",0,138,113,26,277
Haryana,1,2009,Male,"1 Less than 2 years",0,64,44,18,126
Haryana,1,2009,Male,"6 months less than 1 Yr.",0,40,40,20,100
Haryana,1,2009,Male,"3 - 6 months",0,35,65,16,116
Haryana,1,2009,Male,"Less than 3 months",0,51,57,13,121
Haryana,1,2010,Male,"Capital Punishment",0,0,5,0,5
Haryana,1,2010,Male,"Life Imprisonment",0,1244,1046,333,2623
Haryana,1,2010,Male,"10-13 Plus years",0,481,433,142,1056
Haryana,1,2010,Male,"7-9 Plus years",0,379,297,86,762
Haryana,1,2010,Male,"5-6 Plus years",0,216,200,48,464
Haryana,1,2010,Male,"2-4 Plus years",0,175,158,76,409
Haryana,1,2010,Male,"1 Less than 2 years",0,98,89,35,222
Haryana,1,2010,Male,"6 months less than 1 Yr.",0,48,55,26,129
Haryana,1,2010,Male,"3 - 6 months",0,24,80,17,121
Haryana,1,2010,Male,"Less than 3 months",0,0,163,12,175
Haryana,1,2011,Male,"Capital Punishment",0,1,8,0,9
Haryana,1,2011,Male,"Life Imprisonment",0,1290,1328,401,3019
Haryana,1,2011,Male,"10-13 Plus years",0,483,520,140,1143
Haryana,1,2011,Male,"7-9 Plus years",0,414,341,81,836
Haryana,1,2011,Male,"5-6 Plus years",0,190,210,50,450
Haryana,1,2011,Male,"2-4 Plus years",0,157,176,70,403
Haryana,1,2011,Male,"1 Less than 2 years",0,64,97,29,190
Haryana,1,2011,Male,"6 months less than 1 Yr.",0,22,45,15,82
Haryana,1,2011,Male,"3 - 6 months",0,24,23,3,50
Haryana,1,2011,Male,"Less than 3 months",0,33,25,4,62
Haryana,1,2012,Male,"Capital Punishment",0,1,4,0,5
Haryana,1,2012,Male,"Life Imprisonment",0,1236,1429,360,3025
Haryana,1,2012,Male,"10-13 Plus years",0,479,525,172,1176
Haryana,1,2012,Male,"7-9 Plus years",0,403,337,85,825
Haryana,1,2012,Male,"5-6 Plus years",0,167,192,46,405
Haryana,1,2012,Male,"2-4 Plus years",0,159,178,62,399
Haryana,1,2012,Male,"1 Less than 2 years",0,72,101,24,197
Haryana,1,2012,Male,"6 months less than 1 Yr.",0,35,62,23,120
Haryana,1,2012,Male,"3 - 6 months",0,28,77,11,116
Haryana,1,2012,Male,"Less than 3 months",0,59,75,9,143
"Himachal Pradesh",1,2001,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2001,Male,"Life Imprisonment",0,38,28,16,82
"Himachal Pradesh",1,2001,Male,"10-13 Plus years",0,45,55,11,111
"Himachal Pradesh",1,2001,Male,"7-9 Plus years",7,25,25,14,71
"Himachal Pradesh",1,2001,Male,"5-6 Plus years",0,8,20,13,41
"Himachal Pradesh",1,2001,Male,"2-4 Plus years",0,5,15,4,24
"Himachal Pradesh",1,2001,Male,"1 Less than 2 years",0,3,14,3,20
"Himachal Pradesh",1,2001,Male,"6 months less than 1 Yr.",0,2,21,4,27
"Himachal Pradesh",1,2001,Male,"3 - 6 months",0,2,5,1,8
"Himachal Pradesh",1,2001,Male,"Less than 3 months",0,0,0,0,0
"Himachal Pradesh",1,2002,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2002,Male,"Life Imprisonment",0,61,106,14,181
"Himachal Pradesh",1,2002,Male,"10-13 Plus years",0,41,68,6,115
"Himachal Pradesh",1,2002,Male,"7-9 Plus years",0,14,6,7,27
"Himachal Pradesh",1,2002,Male,"5-6 Plus years",0,8,5,1,14
"Himachal Pradesh",1,2002,Male,"2-4 Plus years",0,8,13,0,21
"Himachal Pradesh",1,2002,Male,"1 Less than 2 years",0,14,9,11,34
"Himachal Pradesh",1,2002,Male,"6 months less than 1 Yr.",0,10,8,1,19
"Himachal Pradesh",1,2002,Male,"3 - 6 months",0,0,0,1,1
"Himachal Pradesh",1,2002,Male,"Less than 3 months",0,0,0,0,0
"Himachal Pradesh",1,2003,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2003,Male,"Life Imprisonment",0,28,85,32,145
"Himachal Pradesh",1,2003,Male,"10-13 Plus years",0,83,79,0,162
"Himachal Pradesh",1,2003,Male,"7-9 Plus years",0,1,9,0,10
"Himachal Pradesh",1,2003,Male,"5-6 Plus years",2,11,16,1,30
"Himachal Pradesh",1,2003,Male,"2-4 Plus years",1,38,41,2,82
"Himachal Pradesh",1,2003,Male,"1 Less than 2 years",0,16,19,0,35
"Himachal Pradesh",1,2003,Male,"6 months less than 1 Yr.",0,0,0,0,0
"Himachal Pradesh",1,2003,Male,"3 - 6 months",0,0,0,0,0
"Himachal Pradesh",1,2003,Male,"Less than 3 months",0,0,0,0,0
"Himachal Pradesh",1,2004,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2004,Male,"Life Imprisonment",0,62,121,37,220
"Himachal Pradesh",1,2004,Male,"10-13 Plus years",0,77,91,12,180
"Himachal Pradesh",1,2004,Male,"7-9 Plus years",0,14,18,2,34
"Himachal Pradesh",1,2004,Male,"5-6 Plus years",0,20,10,0,30
"Himachal Pradesh",1,2004,Male,"2-4 Plus years",0,12,24,2,38
"Himachal Pradesh",1,2004,Male,"1 Less than 2 years",0,11,6,1,18
"Himachal Pradesh",1,2004,Male,"6 months less than 1 Yr.",0,7,1,0,8
"Himachal Pradesh",1,2004,Male,"3 - 6 months",0,6,3,0,9
"Himachal Pradesh",1,2004,Male,"Less than 3 months",0,0,3,0,3
"Himachal Pradesh",1,2005,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2005,Male,"Life Imprisonment",0,61,132,52,245
"Himachal Pradesh",1,2005,Male,"10-13 Plus years",0,99,110,13,222
"Himachal Pradesh",1,2005,Male,"7-9 Plus years",0,26,23,4,53
"Himachal Pradesh",1,2005,Male,"5-6 Plus years",0,12,9,4,25
"Himachal Pradesh",1,2005,Male,"2-4 Plus years",0,11,16,3,30
"Himachal Pradesh",1,2005,Male,"1 Less than 2 years",0,9,7,2,18
"Himachal Pradesh",1,2005,Male,"6 months less than 1 Yr.",0,8,5,0,13
"Himachal Pradesh",1,2005,Male,"3 - 6 months",0,4,2,0,6
"Himachal Pradesh",1,2005,Male,"Less than 3 months",0,1,1,0,2
"Himachal Pradesh",1,2006,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2006,Male,"Life Imprisonment",0,88,153,41,282
"Himachal Pradesh",1,2006,Male,"10-13 Plus years",0,120,142,31,293
"Himachal Pradesh",1,2006,Male,"7-9 Plus years",0,32,11,0,43
"Himachal Pradesh",1,2006,Male,"5-6 Plus years",0,28,12,6,46
"Himachal Pradesh",1,2006,Male,"2-4 Plus years",0,20,12,2,34
"Himachal Pradesh",1,2006,Male,"1 Less than 2 years",0,16,10,0,26
"Himachal Pradesh",1,2006,Male,"6 months less than 1 Yr.",0,4,3,0,7
"Himachal Pradesh",1,2006,Male,"3 - 6 months",0,0,6,0,6
"Himachal Pradesh",1,2006,Male,"Less than 3 months",0,0,3,0,3
"Himachal Pradesh",1,2007,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2007,Male,"Life Imprisonment",0,101,157,49,307
"Himachal Pradesh",1,2007,Male,"10-13 Plus years",0,109,93,24,226
"Himachal Pradesh",1,2007,Male,"7-9 Plus years",0,43,37,10,90
"Himachal Pradesh",1,2007,Male,"5-6 Plus years",0,22,49,6,77
"Himachal Pradesh",1,2007,Male,"2-4 Plus years",0,18,57,9,84
"Himachal Pradesh",1,2007,Male,"1 Less than 2 years",0,9,9,2,20
"Himachal Pradesh",1,2007,Male,"6 months less than 1 Yr.",0,8,9,1,18
"Himachal Pradesh",1,2007,Male,"3 - 6 months",0,5,6,0,11
"Himachal Pradesh",1,2007,Male,"Less than 3 months",0,2,3,0,5
"Himachal Pradesh",1,2008,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2008,Male,"Life Imprisonment",0,115,195,46,356
"Himachal Pradesh",1,2008,Male,"10-13 Plus years",0,114,110,60,284
"Himachal Pradesh",1,2008,Male,"7-9 Plus years",0,22,21,4,47
"Himachal Pradesh",1,2008,Male,"5-6 Plus years",0,36,32,3,71
"Himachal Pradesh",1,2008,Male,"2-4 Plus years",0,22,20,11,53
"Himachal Pradesh",1,2008,Male,"1 Less than 2 years",0,9,18,0,27
"Himachal Pradesh",1,2008,Male,"6 months less than 1 Yr.",0,5,4,0,9
"Himachal Pradesh",1,2008,Male,"3 - 6 months",0,1,3,1,5
"Himachal Pradesh",1,2008,Male,"Less than 3 months",0,1,5,0,6
"Himachal Pradesh",1,2009,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2009,Male,"Life Imprisonment",0,80,195,49,324
"Himachal Pradesh",1,2009,Male,"10-13 Plus years",0,77,112,43,232
"Himachal Pradesh",1,2009,Male,"7-9 Plus years",0,34,48,15,97
"Himachal Pradesh",1,2009,Male,"5-6 Plus years",0,15,43,7,65
"Himachal Pradesh",1,2009,Male,"2-4 Plus years",0,21,21,8,50
"Himachal Pradesh",1,2009,Male,"1 Less than 2 years",0,5,10,2,17
"Himachal Pradesh",1,2009,Male,"6 months less than 1 Yr.",0,7,1,1,9
"Himachal Pradesh",1,2009,Male,"3 - 6 months",0,2,6,1,9
"Himachal Pradesh",1,2009,Male,"Less than 3 months",0,0,4,0,4
"Himachal Pradesh",1,2010,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2010,Male,"Life Imprisonment",0,94,192,74,360
"Himachal Pradesh",1,2010,Male,"10-13 Plus years",0,95,117,24,236
"Himachal Pradesh",1,2010,Male,"7-9 Plus years",0,62,37,8,107
"Himachal Pradesh",1,2010,Male,"5-6 Plus years",0,34,47,6,87
"Himachal Pradesh",1,2010,Male,"2-4 Plus years",0,30,33,8,71
"Himachal Pradesh",1,2010,Male,"1 Less than 2 years",0,11,12,1,24
"Himachal Pradesh",1,2010,Male,"6 months less than 1 Yr.",0,10,12,4,26
"Himachal Pradesh",1,2010,Male,"3 - 6 months",0,4,12,0,16
"Himachal Pradesh",1,2010,Male,"Less than 3 months",0,3,5,0,8
"Himachal Pradesh",1,2011,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2011,Male,"Life Imprisonment",0,76,231,55,362
"Himachal Pradesh",1,2011,Male,"10-13 Plus years",0,83,111,22,216
"Himachal Pradesh",1,2011,Male,"7-9 Plus years",0,52,43,19,114
"Himachal Pradesh",1,2011,Male,"5-6 Plus years",0,23,35,12,70
"Himachal Pradesh",1,2011,Male,"2-4 Plus years",0,34,48,14,96
"Himachal Pradesh",1,2011,Male,"1 Less than 2 years",0,3,8,13,24
"Himachal Pradesh",1,2011,Male,"6 months less than 1 Yr.",0,4,7,5,16
"Himachal Pradesh",1,2011,Male,"3 - 6 months",0,3,7,1,11
"Himachal Pradesh",1,2011,Male,"Less than 3 months",0,2,2,0,4
"Himachal Pradesh",1,2012,Male,"Capital Punishment",0,0,0,0,0
"Himachal Pradesh",1,2012,Male,"Life Imprisonment",0,83,216,51,350
"Himachal Pradesh",1,2012,Male,"10-13 Plus years",0,86,140,21,247
"Himachal Pradesh",1,2012,Male,"7-9 Plus years",0,32,50,9,91
"Himachal Pradesh",1,2012,Male,"5-6 Plus years",0,28,33,6,67
"Himachal Pradesh",1,2012,Male,"2-4 Plus years",0,35,55,21,111
"Himachal Pradesh",1,2012,Male,"1 Less than 2 years",0,5,9,1,15
"Himachal Pradesh",1,2012,Male,"6 months less than 1 Yr.",0,6,10,4,20
"Himachal Pradesh",1,2012,Male,"3 - 6 months",0,6,4,0,10
"Himachal Pradesh",1,2012,Male,"Less than 3 months",0,0,5,0,5
